member_id,risk_score,risk_level,risk_escalated,financial_risk,data_quality_risk,duplicate_risk,interest_risk,max_duplicate_similarity,flagged_duplicate_pair
402,5.5,LOW,False,6.3,12.0,0.0,0.0,0.0,False
403,3.3,LOW,False,0.8,12.0,0.0,0.0,0.0,False
404,30.0,MEDIUM,False,50.0,12.0,9.8,33.3,0.2444,False
405,4.7,LOW,False,0.1,12.0,8.5,0.0,0.2128,False
406,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
407,2.6,LOW,False,0.8,0.0,11.4,0.0,0.2855,False
408,24.9,LOW,False,50.0,0.0,0.0,32.6,0.0,False
409,8.3,LOW,False,4.8,0.0,9.2,30.0,0.23,False
410,28.0,MEDIUM,False,70.0,0.0,0.0,0.0,0.0,False
411,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
412,3.8,LOW,False,4.7,0.0,9.8,0.0,0.2444,False
413,36.0,MEDIUM,False,90.0,0.0,0.0,0.0,0.0,False
414,19.6,LOW,False,30.0,12.0,0.0,30.4,0.0,False
415,20.0,LOW,False,50.0,0.0,0.0,0.0,0.0,False
416,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
417,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
418,4.9,LOW,False,0.3,12.0,9.0,0.0,0.2241,False
419,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
420,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
421,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
422,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
423,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
424,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
425,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
426,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
427,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
428,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
429,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
430,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
431,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
432,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
433,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
434,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
435,6.6,LOW,False,0.9,12.0,16.0,0.0,0.4003,False
436,5.2,LOW,False,1.0,12.0,9.0,0.0,0.2256,False
437,3.5,LOW,False,1.2,12.0,0.0,0.0,0.0,False
438,3.5,LOW,False,1.3,12.0,0.0,0.0,0.0,False
439,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
440,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
441,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
442,3.4,LOW,False,1.1,12.0,0.0,0.0,0.0,False
443,3.7,LOW,False,1.8,12.0,0.0,0.0,0.0,False
444,6.3,LOW,False,1.7,12.0,13.2,0.0,0.3303,False
445,31.0,MEDIUM,False,70.0,12.0,0.0,0.0,0.0,False
446,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
447,6.3,LOW,False,0.9,12.0,14.8,0.0,0.3701,False
448,27.7,MEDIUM,False,50.0,12.0,0.0,31.5,0.0,False
449,5.1,LOW,False,0.9,12.0,8.9,0.0,0.2237,False
450,27.9,MEDIUM,False,50.0,12.0,0.0,32.6,0.0,False
451,3.8,LOW,False,2.0,12.0,0.0,0.0,0.0,False
452,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
453,19.7,LOW,False,30.0,12.0,0.0,31.2,0.0,False
454,3.4,LOW,False,1.1,12.0,0.0,0.0,0.0,False
455,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
456,3.4,LOW,False,1.1,12.0,0.0,0.0,0.0,False
457,27.7,MEDIUM,False,50.0,12.0,0.0,31.5,0.0,False
458,27.9,MEDIUM,False,50.0,12.0,0.0,32.4,0.0,False
459,6.7,LOW,False,0.9,12.0,16.9,0.0,0.4225,False
460,19.6,LOW,False,30.0,12.0,0.0,31.0,0.0,False
461,3.7,LOW,False,1.7,12.0,0.0,0.0,0.0,False
462,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
463,5.2,LOW,False,0.9,12.0,9.1,0.0,0.2265,False
464,11.9,LOW,False,10.9,12.0,0.0,30.2,0.0,False
465,27.9,MEDIUM,False,50.0,12.0,0.0,32.5,0.0,False
466,4.2,LOW,False,2.9,12.0,0.0,0.0,0.0,False
467,23.0,LOW,False,50.0,12.0,0.0,0.0,0.0,False
468,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
469,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
470,1.1,LOW,False,2.8,0.0,0.0,0.0,0.0,False
471,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
472,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
473,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False
474,23.0,LOW,False,50.0,12.0,0.0,0.0,0.0,False
475,9.2,LOW,False,4.2,12.0,0.0,30.1,0.0,False
476,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
477,10.6,LOW,False,7.8,12.0,0.0,30.0,0.0,False
478,36.2,MEDIUM,False,70.0,12.0,0.0,34.5,0.0,False
479,19.7,LOW,False,30.0,12.0,0.0,31.3,0.0,False
480,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
481,19.6,LOW,False,30.0,12.0,0.0,30.4,0.0,False
482,3.5,LOW,False,1.2,12.0,0.0,0.0,0.0,False
483,19.6,LOW,False,30.0,12.0,0.0,30.6,0.0,False
484,4.0,LOW,False,2.4,12.0,0.0,0.0,0.0,False
485,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
486,3.5,LOW,False,1.3,12.0,0.0,0.0,0.0,False
487,3.7,LOW,False,1.8,12.0,0.0,0.0,0.0,False
488,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
489,3.4,LOW,False,1.1,12.0,0.0,0.0,0.0,False
490,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
491,20.0,LOW,False,50.0,0.0,0.0,0.0,0.0,False
492,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
493,9.1,LOW,False,4.0,12.0,0.0,30.0,0.0,False
494,36.1,MEDIUM,False,70.0,12.0,0.0,33.8,0.0,False
495,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
496,36.2,MEDIUM,False,70.0,12.0,0.0,34.4,0.0,False
497,27.9,MEDIUM,False,50.0,12.0,0.0,32.5,0.0,False
498,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
499,5.2,LOW,False,0.0,12.0,11.1,0.0,0.2772,False
500,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
501,2.5,LOW,False,0.8,0.0,11.1,0.0,0.2772,False
502,15.0,LOW,False,30.0,12.0,0.0,0.0,0.0,False
503,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
504,18.9,LOW,False,30.0,0.0,11.5,30.7,0.2883,False
505,5.5,LOW,False,0.5,12.0,11.5,0.0,0.2883,False
506,3.4,LOW,False,1.0,12.0,0.0,0.0,0.0,False
507,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
508,36.3,MEDIUM,False,70.0,12.0,0.0,35.2,0.0,False
509,9.2,LOW,False,4.2,12.0,0.0,30.1,0.0,False
510,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
511,33.2,MEDIUM,False,70.0,0.0,0.0,35.0,0.0,False
512,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
513,27.8,MEDIUM,False,50.0,12.0,0.0,32.1,0.0,False
514,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
515,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
516,4.8,LOW,False,4.4,12.0,0.0,0.0,0.0,False
517,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
518,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
519,6.0,LOW,False,0.0,12.0,14.8,0.0,0.3701,False
520,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
521,24.7,LOW,False,50.0,0.0,0.0,31.6,0.0,False
522,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
523,33.4,MEDIUM,False,70.0,0.0,0.0,36.2,0.0,False
524,9.4,LOW,False,4.7,12.0,0.0,30.1,0.0,False
525,39.0,MEDIUM,False,90.0,12.0,0.0,0.0,0.0,False
526,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
527,4.0,LOW,False,4.7,0.0,10.7,0.0,0.2674,False
528,4.6,LOW,False,5.8,0.0,11.6,0.0,0.2892,False
529,8.9,LOW,False,5.2,0.0,11.6,30.0,0.2892,False
530,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
531,2.2,LOW,False,1.1,0.0,8.6,0.0,0.2162,False
532,4.7,LOW,False,0.0,12.0,8.6,0.0,0.2162,False
533,3.1,LOW,False,1.1,0.0,13.5,0.0,0.337,False
534,5.7,LOW,False,0.0,12.0,13.5,0.0,0.337,False
535,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
536,16.7,LOW,False,30.0,0.0,0.0,31.1,0.0,False
537,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
538,4.7,LOW,False,0.0,12.0,8.5,0.0,0.2122,False
539,4.8,LOW,False,0.0,12.0,9.1,0.0,0.2265,False
540,16.6,LOW,False,30.0,0.0,0.0,30.9,0.0,False
541,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
542,1.8,LOW,False,4.6,0.0,0.0,0.0,0.0,False
543,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
