member_id,risk_score,risk_level,risk_escalated,financial_risk,data_quality_risk,duplicate_risk,interest_risk,max_duplicate_similarity,flagged_duplicate_pair,anomaly_reasons,ensemble_score,anomaly_votes,state,mp_name,constituency,allocated_amount,benchmark_amount,deviation_from_benchmark_pct,paise_component,amount_missing,name_quality_score,risk_factors,recommended_actions,lofo_attribution
136,22.8,LOW,False,30.0,25.0,0.0,30.4,0.0,False,"['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.19)']",0.1877,2,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,147000000.0,2.50060483673471,11.0,False,0.6,"[{'factor': 'Allocation 3% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.07 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
137,7.6,LOW,False,3.4,25.0,0.0,0.0,0.0,False,[],0.0571,0,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
138,21.4,LOW,False,30.0,12.0,8.4,31.3,0.211,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1522,1,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,147000000.0,8.689872863945581,11.0,False,0.85,"[{'factor': 'Allocation 9% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.98 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.7, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
139,9.4,LOW,False,3.5,25.0,9.0,0.0,0.2256,False,[],0.0587,0,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
140,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False,[],0.0143,0,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0,147000000.0,0.0,0.0,False,0.85,[],['No investigative action indicated by current signals'],{}
141,7.8,LOW,False,3.8,25.0,0.0,0.0,0.0,False,[],0.0634,0,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
142,9.8,LOW,False,5.6,12.0,0.0,30.2,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0939,1,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,147000000.0,1.1355300068027319,11.0,False,0.85,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
143,10.9,LOW,False,3.7,25.0,15.8,0.0,0.3955,False,[],0.0624,0,Uttar Pradesh,DR RAJKUMAR SANGWAN,BAGHPAT,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
144,22.8,LOW,False,30.0,25.0,0.0,30.6,0.0,False,"['Non-round allocation (₹82.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.23)']",0.2252,2,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,147000000.0,4.123076748299326,82.0,False,0.6,"[{'factor': 'Allocation 4% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.31 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹82.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
145,3.4,LOW,False,1.1,12.0,0.0,0.0,0.0,False,[],0.0186,0,Kerala,Dr Shashi Tharoor,THIRUVANANTHAPURAM,147000000.0,147000000.0,0.0,0.0,False,0.85,[],['No investigative action indicated by current signals'],{}
146,19.6,LOW,False,30.0,12.0,0.0,31.0,0.0,False,"['Non-round allocation (₹90.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.20)']",0.2034,2,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,147000000.0,6.860792448979591,90.0,False,0.85,"[{'factor': 'Allocation 7% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.71 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹90.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
147,7.8,LOW,False,3.8,25.0,0.0,0.0,0.0,False,[],0.0628,0,Gujarat,DR. HEMANG JOSHI,VADODARA,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
148,7.8,LOW,False,3.8,25.0,0.0,0.0,0.0,False,[],0.0634,0,Maharashtra,DR. HEMANT VISHNU SAVARA,PALGHAR(ST),147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
149,7.8,LOW,False,3.8,25.0,0.0,0.0,0.0,False,[],0.0634,0,Maharashtra,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
150,8.0,LOW,False,4.3,25.0,0.0,0.0,0.0,False,[],0.071,0,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
151,31.1,MEDIUM,False,50.0,25.0,0.0,32.3,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.2064,1,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,147000000.0,15.941517761904777,11.0,False,0.6,"[{'factor': 'Allocation 16% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹17.04 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0452, 'log_amount': -0.0368, 'excess_over_benchmark_cr': -0.0101, 'shortfall_ratio': -0.0322, 'paise_component': -0.0539, 'state_deviation_pct': -0.0396, 'state_percentile': -0.0184, 'amount_missing_ind': -0.0008, 'name_quality_score': 0.1604}"
152,7.8,LOW,False,3.8,25.0,0.0,0.0,0.0,False,[],0.0628,0,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
153,7.6,LOW,False,3.4,25.0,0.0,0.0,0.0,False,[],0.0571,0,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
154,10.8,LOW,False,4.8,25.0,13.2,0.0,0.3309,False,[],0.0808,0,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
155,22.9,LOW,False,30.0,25.0,0.0,31.3,0.0,False,['Non-round allocation (₹39.00 paise component) suggests interest-bearing balance accrual'],0.1982,1,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,147000000.0,8.626043122448968,39.0,False,0.6,"[{'factor': 'Allocation 9% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.97 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.7, 'support': '₹39.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
156,9.6,LOW,False,3.5,25.0,9.7,0.0,0.243,False,[],0.0587,0,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
157,51.7,HIGH,False,90.0,25.0,16.0,41.6,0.3992,False,"['Allocation is 79% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹35.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.51)']",0.5137,2,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,147000000.0,78.72415670068027,35.0,False,0.6,"[{'factor': 'Allocation 79% above entitlement benchmark', 'contribution_points': 36.0, 'support': '₹26.27 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 6.2, 'support': '₹35.00 paise part implies interest-bearing balance accrual'}, {'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]","['Review sanction ledger for carry-forward/unspent balances explaining the excess', 'Reconcile interest accrual on unspent balance with agency bank statements']","{'benchmark_ratio': 0.0099, 'log_amount': 0.0181, 'excess_over_benchmark_cr': 0.0514, 'shortfall_ratio': -0.0012, 'paise_component': 0.0102, 'state_deviation_pct': -0.0148, 'state_percentile': -0.0003, 'amount_missing_ind': 0.0173, 'name_quality_score': 0.0711}"
158,9.5,LOW,False,3.7,25.0,9.0,0.0,0.2256,False,[],0.0624,0,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
159,10.6,LOW,False,3.5,25.0,14.5,0.0,0.3626,False,[],0.0584,0,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,147000000.0,0.0,0.0,False,0.6,"[{'factor': 'Member name formatting defects', 'contribution_points': 6.2, 'support': 'name hygiene score 0.60 (title prefixes / casing / spacing hinder record matching)'}]",['No investigative action indicated by current signals'],{}
160,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
161,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False,[],0.0077,0,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
162,3.3,LOW,False,0.8,12.0,0.0,0.0,0.0,False,[],0.0129,0,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
163,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False,[],0.0238,0,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
164,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False,"['Non-round allocation (₹91.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.19)']",0.1911,2,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,147000000.0,3.1085053809523755,91.0,False,1.0,"[{'factor': 'Allocation 3% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.16 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹91.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
165,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.0133,0,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
166,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
167,27.8,MEDIUM,False,50.0,12.0,0.0,31.7,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1331,1,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,147000000.0,11.493790551020421,11.0,False,0.75,"[{'factor': 'Allocation 11% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.39 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0122, 'log_amount': -0.0001, 'excess_over_benchmark_cr': 0.0125, 'shortfall_ratio': -0.0033, 'paise_component': -0.0422, 'state_deviation_pct': 0.0001, 'state_percentile': 0.034, 'amount_missing_ind': 0.0016, 'name_quality_score': -0.0072}"
168,46.2,HIGH,False,90.0,12.0,0.0,48.0,0.0,False,"['Allocation is 123% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹86.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.67)']",0.6673,2,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,147000000.0,122.77373527891156,86.0,False,0.75,"[{'factor': 'Allocation 123% above entitlement benchmark', 'contribution_points': 36.0, 'support': '₹32.75 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 7.2, 'support': '₹86.00 paise part implies interest-bearing balance accrual'}]","['Review sanction ledger for carry-forward/unspent balances explaining the excess', 'Reconcile interest accrual on unspent balance with agency bank statements']","{'benchmark_ratio': 0.0, 'log_amount': 0.0, 'excess_over_benchmark_cr': 0.0571, 'shortfall_ratio': 0.0, 'paise_component': 0.0135, 'state_deviation_pct': 0.0, 'state_percentile': 0.0, 'amount_missing_ind': 0.0007, 'name_quality_score': 0.0005}"
169,27.7,MEDIUM,False,50.0,12.0,0.0,31.5,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1307,1,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,147000000.0,10.418439530612256,11.0,False,0.75,"[{'factor': 'Allocation 10% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.23 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.7, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0165, 'log_amount': -0.0073, 'excess_over_benchmark_cr': -0.0018, 'shortfall_ratio': -0.0235, 'paise_component': -0.0611, 'state_deviation_pct': -0.0178, 'state_percentile': 0.0354, 'amount_missing_ind': -0.0192, 'name_quality_score': -0.0176}"
170,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False,['Non-round allocation (₹41.00 paise component) suggests interest-bearing balance accrual'],0.1478,1,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,147000000.0,3.3072438163265216,41.0,False,1.0,"[{'factor': 'Allocation 3% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.19 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹41.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
171,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
172,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
173,3.0,LOW,False,1.1,0.0,12.7,0.0,0.3178,False,[],0.0183,0,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
174,2.9,LOW,False,0.8,0.0,12.7,0.0,0.3178,False,[],0.0133,0,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
175,9.1,LOW,False,4.0,12.0,0.0,30.0,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0669,1,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,147000000.0,0.2520340884353933,11.0,False,0.75,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
176,33.1,MEDIUM,False,70.0,0.0,0.0,34.0,0.0,False,"['Allocation is 27% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']",0.2318,1,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,147000000.0,26.87670007482994,11.0,False,1.0,"[{'factor': 'Allocation 27% above entitlement benchmark', 'contribution_points': 28.0, 'support': '₹18.65 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 5.1, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]","['Review sanction ledger for carry-forward/unspent balances explaining the excess', 'Reconcile interest accrual on unspent balance with agency bank statements']","{'benchmark_ratio': -0.0263, 'log_amount': -0.0043, 'excess_over_benchmark_cr': 0.01, 'shortfall_ratio': 0.005, 'paise_component': -0.026, 'state_deviation_pct': 0.0095, 'state_percentile': -0.0057, 'amount_missing_ind': 0.0017, 'name_quality_score': 0.0599}"
177,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False,[],0.0183,0,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
178,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False,[],0.0083,0,Assam,GAURAV GOGOI,JORHAT,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
179,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False,[],0.0034,0,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
180,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.0135,0,Bihar,Giridhari Yadav,BANKA,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
181,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.0135,0,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
182,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False,[],0.1182,1,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
183,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False,[],0.0077,0,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
184,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False,[],0.0238,0,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
185,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
186,8.8,LOW,False,10.6,0.0,0.0,30.2,0.0,False,"['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.18)']",0.1764,2,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,147000000.0,1.6727245646258604,11.0,False,1.0,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
187,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
188,18.4,LOW,False,30.0,0.0,8.6,30.9,0.214,False,['Non-round allocation (₹77.00 paise component) suggests interest-bearing balance accrual'],0.1852,1,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,147000000.0,5.9120304557823244,77.0,False,1.0,"[{'factor': 'Allocation 6% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.57 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹77.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
189,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
190,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
191,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False,[],0.0034,0,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
192,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
193,1.6,LOW,False,3.9,0.0,0.0,0.0,0.0,False,[],0.0649,1,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,147000000.0,0.09124557823130264,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
194,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False,[],0.0179,0,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
195,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
196,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1321,1,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,147000000.0,3.404029326530611,11.0,False,1.0,"[{'factor': 'Allocation 3% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.20 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
197,4.9,LOW,False,0.0,12.0,9.4,0.0,0.236,False,[],0.0004,0,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
198,4.7,LOW,False,0.0,12.0,8.7,0.0,0.2182,False,[],0.0,0,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
199,27.8,MEDIUM,False,50.0,12.0,0.0,32.2,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1485,1,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,147000000.0,14.697034768707496,11.0,False,0.75,"[{'factor': 'Allocation 15% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.86 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0067, 'log_amount': -0.0065, 'excess_over_benchmark_cr': 0.0114, 'shortfall_ratio': -0.004, 'paise_component': -0.038, 'state_deviation_pct': 0.0001, 'state_percentile': 0.0066, 'amount_missing_ind': -0.0015, 'name_quality_score': 0.0143}"
